"date","city","state","forecast_lo_2_prev_PM","forecast_hi_2_prev_PM","forecast_lo_prev_AM","forecast_hi_prev_AM","forecast_lo_prev_PM","forecast_hi_prev_PM","forecast_lo_current_AM","forecast_hi_current_AM","actual_lo_current_PM","actual_hi_current_PM","actual_lo_next_AM","actual_hi_next_AM"
"2021-01-31","INDIANAPOLIS","IN",NA,NA,25,38,32,38,25,37,31,35,27,35
"2021-01-31","JACKSON","MS",NA,NA,37,61,55,62,36,62,60,67,41,67
"2021-01-31","JACKSONVILLE","FL",NA,NA,50,73,52,74,50,76,45,77,56,77
"2021-01-31","JUNEAU","AK",NA,NA,23,31,21,31,20,31,16,30,14,30
"2021-01-31","KANSAS CITY","MO",NA,NA,25,34,31,35,26,33,33,34,29,34
"2021-01-31","KEY WEST","FL",NA,NA,70,76,68,77,68,78,70,77,66,77
"2021-01-31","KNOXVILLE","TN",NA,NA,36,55,33,54,34,55,32,43,33,43
"2021-01-31","LAKE CHARLES","LA",NA,NA,40,66,54,64,39,64,58,65,41,65
"2021-01-31","LANSING","MI",NA,NA,20,30,24,31,22,29,25,28,20,28
"2021-01-31","LAS VEGAS","NV",NA,NA,43,57,39,57,45,57,37,59,47,59
"2021-01-31","LEXINGTON","KY",NA,NA,30,51,33,46,29,46,33,48,28,48
"2021-01-31","ABILENE","TX",NA,NA,32,60,38,59,32,59,40,60,31,60
"2021-01-31","AKRON CANTON","OH",NA,NA,28,30,26,32,27,31,26,33,27,33
"2021-01-31","ALBANY","NY",NA,NA,9,22,-1,23,10,17,-6,17,10,17
"2021-01-31","ALBUQUERQUE","NM",NA,NA,26,50,24,50,28,50,24,51,31,51
"2021-01-31","ALLENTOWN","PA",NA,NA,22,28,13,25,24,27,16,25,19,25
"2021-01-31","AMARILLO","TX",NA,NA,28,54,29,54,29,54,32,56,24,56
"2021-01-31","ANCHORAGE","AK",NA,NA,3,11,7,11,3,11,7,13,5,13
"2021-01-31","ASHEVILLE","NC",NA,NA,34,42,32,43,34,46,30,38,34,38
"2021-01-31","ATLANTA","GA",NA,NA,38,60,44,59,37,59,43,46,38,46
"2021-01-31","ATLANTIC CITY","NJ",NA,NA,29,34,17,35,33,35,16,34,33,34
"2021-01-31","AUSTIN","TX",NA,NA,40,68,47,67,39,65,48,70,42,70
"2021-01-31","BALTIMORE","MD",NA,NA,30,31,27,31,32,32,28,31,29,31
"2021-01-31","BATON ROUGE","LA",NA,NA,40,66,59,65,39,66,65,70,45,70
"2021-01-31","BILLINGS","MT",NA,NA,28,46,24,46,28,46,23,50,25,50
"2021-01-31","BIRMINGHAM","AL",NA,NA,37,63,51,63,35,64,52,70,38,70
"2021-01-31","BISMARCK","ND",NA,NA,16,37,13,33,14,33,19,22,20,22
"2021-01-31","BISMARCK","ND",NA,NA,16,37,13,33,14,33,19,22,20,22
"2021-01-31","BOISE","ID",NA,NA,36,50,33,49,35,49,34,52,36,52
"2021-01-31","BOSTON","MA",NA,NA,19,27,10,26,20,26,7,23,21,23
"2021-01-31","BRIDGEPORT","CT",NA,NA,22,28,12,26,21,27,16,24,24,24
"2021-01-31","BROWNSVILLE","TX",NA,NA,52,78,64,79,50,80,67,78,58,78
"2021-01-31","BUFFALO","NY",NA,NA,20,27,14,25,21,27,13,27,21,27
"2021-01-31","BUFFALO","WY",NA,NA,20,27,14,25,21,27,13,27,21,27
"2021-01-31","BURLINGTON","VT",NA,NA,3,17,1,17,0,17,-6,15,-6,15
"2021-01-31","CARIBOU","ID",NA,NA,10,18,0,20,6,18,-7,19,-3,19
"2021-01-31","CASPER","WY",NA,NA,23,40,21,40,27,40,22,41,28,41
"2021-01-31","CHARLESTON","SC",NA,NA,47,66,45,66,47,66,44,70,46,70
"2021-01-31","CHARLESTON","WV",NA,NA,34,46,30,41,33,43,32,45,34,45
"2021-01-31","CHARLOTTE","NC",NA,NA,35,40,34,39,36,42,35,39,35,39
"2021-01-31","CHATTANOOGA","TN",NA,NA,38,62,41,59,34,58,41,57,38,57
"2021-01-31","CHEYENNE","WY",NA,NA,20,44,21,46,21,43,22,49,19,49
"2021-01-31","CHICAGO","IL",NA,NA,27,34,31,33,27,33,30,32,26,32
"2021-01-31","CINCINNATI","OH",NA,NA,29,42,33,42,28,40,31,40,28,40
"2021-01-31","CLEVELAND","OH",NA,NA,29,32,27,34,28,32,27,35,28,35
"2021-01-31","COLORADO SPGS","CO",NA,NA,19,46,18,46,18,45,24,45,22,45
"2021-01-31","COLUMBIA","SC",NA,NA,42,56,41,58,41,56,41,48,41,48
"2021-01-31","COLUMBUS","GA",NA,NA,41,67,49,68,41,67,46,63,42,63
"2021-01-31","COLUMBUS","OH",NA,NA,30,38,28,38,28,37,28,36,30,36
"2021-02-01","LINCOLN","NE",13,35,19,34,15,34,20,34,20,34,23,34
"2021-02-01","LITTLE ROCK","AR",32,49,29,48,32,50,29,50,37,49,28,49
"2021-02-01","LOS ANGELES","CA",50,68,50,69,51,69,49,69,58,73,57,73
"2021-02-01","LOUISVILLE","KY",32,35,26,34,30,35,25,34,31,34,25,34
"2021-02-01","LUBBOCK","TX",29,60,36,59,29,60,36,61,27,61,44,61
"2021-02-01","MACON","MO",42,48,31,47,41,48,31,46,42,46,36,46
"2021-02-01","MADISON","WI",19,29,14,29,17,29,15,30,10,32,18,32
"2021-02-01","MEDFORD","OR",42,55,38,54,46,52,39,52,40,62,43,62
"2021-02-01","MEMPHIS","TN",34,44,30,44,35,44,29,44,37,40,33,40
"2021-02-01","MIAMI BEACH","FL",66,76,49,75,65,75,48,75,66,76,52,76
"2021-02-01","MIDLAND ODESSA","TX",32,61,38,61,32,60,37,61,30,61,45,61
"2021-02-01","MILWAUKEE","WI",26,32,21,32,26,31,22,32,25,34,23,34
"2021-02-01","MPLS ST PAUL","MN",21,30,15,29,20,29,17,28,25,27,21,27
"2021-02-01","MISSOULA","MT",26,44,31,44,24,44,31,46,32,45,30,45
"2021-02-01","MOBILE","AL",39,52,32,52,37,50,32,50,41,49,31,49
"2021-02-01","MONTGOMERY","AL",41,48,31,46,40,46,29,44,43,44,32,44
"2021-02-01","NASHVILLE","TN",34,38,27,38,33,38,26,38,34,41,29,41
"2021-02-01","NEW ORLEANS","LA",42,54,38,54,42,54,39,54,46,58,42,58
"2021-02-01","NEW YORK CITY","NY",24,30,28,29,26,29,29,29,22,33,30,33
"2021-02-01","NEWARK","NJ",25,31,28,30,26,30,29,30,22,31,30,31
"2021-02-01","NORFOLK","VA",40,44,33,44,38,43,33,42,36,37,34,37
"2021-02-01","NORTH PLATTE","NE",14,49,19,46,13,47,20,49,16,51,22,51
"2021-02-01","OKLAHOMA CITY","OK",27,52,34,53,27,53,34,53,27,54,33,54
"2021-02-01","OMAHA","NE",17,32,18,32,16,32,17,32,26,32,21,32
"2021-02-01","ORLANDO","FL",57,65,39,63,57,63,38,62,61,65,42,65
"2021-02-01","PADUCAH","KY",32,39,27,39,32,39,27,39,35,41,31,41
"2021-02-01","PENDLETON","OR",41,54,41,56,42,56,42,58,49,62,48,62
"2021-02-01","PEORIA","IL",25,31,19,31,25,32,19,32,30,35,24,35
"2021-02-01","PHILADELPHIA","PA",26,33,29,33,28,34,30,33,25,33,30,33
"2021-02-01","PHOENIX","AZ",52,75,55,74,53,74,56,76,52,73,57,73
"2021-02-01","PITTSBURGH","PA",28,34,22,32,28,33,23,32,27,32,24,32
"2021-02-01","POCATELLO","ID",19,46,24,46,17,44,22,43,15,46,21,46
"2021-02-01","PORTLAND","ME",10,32,26,28,6,30,28,30,5,29,26,29
"2021-02-01","PORTLAND","OR",44,49,42,51,46,50,42,52,46,49,46,50
"2021-02-01","PROVIDENCE","RI",20,35,33,34,22,33,34,34,23,34,33,34
"2021-02-01","PUEBLO","CO",17,56,26,58,17,55,26,57,19,53,27,53
"2021-02-01","RALEIGH DURHAM","NC",34,40,32,39,33,39,32,40,33,43,35,43
"2021-02-01","RAPID CITY","SD",18,50,20,49,15,48,21,49,14,51,17,51
"2021-02-01","RENO","NV",30,50,34,51,29,53,34,50,28,58,42,58
"2021-02-01","RICHMOND","CA",33,38,30,38,32,36,30,35,31,33,32,33
"2021-02-01","RICHMOND","VA",33,38,30,38,32,36,30,35,31,33,32,33
"2021-02-01","RICHMOND","RI",33,38,30,38,32,36,30,35,31,33,32,33
"2021-02-01","ROANOKE","VA",30,35,30,42,28,39,29,40,31,41,31,41
"2021-02-01","ROCHESTER","NY",18,26,21,27,19,27,21,27,19,25,24,25
"2021-02-01","ROCKFORD","IL",23,32,13,29,21,29,18,30,20,33,14,33
"2021-02-01","SACRAMENTO","CA",45,62,49,63,44,64,50,64,46,66,51,66
"2021-02-01","ST LOUIS","MO",30,37,26,36,29,37,25,35,33,34,28,34
"2021-02-01","ST PETERSBURG","FL",57,62,47,62,60,62,47,62,62,63,50,63
"2021-02-01","ST THOMAS","VI",74,83,74,84,74,84,74,83,75,84,78,84
"2021-02-01","CONCORD","NH",3,30,25,27,0,30,27,29,3,29,27,29
"2021-02-01","CORPUS CHRISTI","TX",43,68,41,67,44,68,42,68,48,72,39,72
"2021-02-01","DALLAS FT WORTH","TX",34,57,36,57,34,57,36,57,35,59,39,59
"2021-02-01","DAYTON","OH",27,30,20,29,27,30,19,30,26,27,17,27
"2021-02-01","DAYTONA BEACH","FL",55,63,37,63,54,62,36,62,59,67,42,67
"2021-02-01","DENVER","CO",24,57,31,57,22,58,31,58,23,59,27,59
"2021-02-01","DES MOINES","IA",22,30,15,30,19,28,16,29,24,30,9,30
"2021-02-01","DETROIT","MI",23,29,20,29,23,28,21,30,25,32,22,32
"2021-02-01","DULUTH","MN",18,28,11,28,17,26,10,26,22,23,18,23
"2021-02-01","EL PASO","TX",38,63,42,63,38,62,43,63,36,66,46,66
"2021-02-01","ELKINS","WV",29,37,21,34,29,34,22,36,31,35,26,35
"2021-02-01","ERIE","PA",27,31,23,31,27,31,22,32,27,29,25,29
"2021-02-01","EUGENE","OR",44,51,41,51,45,51,40,51,46,50,43,50
"2021-02-01","EVANSVILLE","IN",31,36,25,36,31,36,25,36,32,37,26,37
"2021-02-01","FAIRBANKS","IN",-31,-20,-30,-20,-35,-23,-40,-23,-30,-8,-27,-8
"2021-02-01","FARGO","ND",9,26,14,25,10,25,17,26,21,23,20,23
"2021-02-01","FLAGSTAFF","AZ",19,47,25,48,19,47,29,47,17,45,35,45
"2021-02-01","FLINT","MI",22,29,17,29,21,28,17,30,21,31,17,31
"2021-02-01","FORT SMITH","AR",30,50,30,50,30,50,28,50,31,52,31,52
"2021-02-01","FORT WAYNE","IN",24,28,16,28,24,28,15,28,25,32,17,32
"2021-02-01","FRESNO","CA",48,64,46,65,48,66,45,68,52,73,49,73
"2021-02-01","GOODLAND","KS",20,52,24,52,21,53,24,54,19,57,21,57
"2021-02-01","GRAND JUNCTION","CO",18,44,25,43,20,43,25,44,23,39,30,39
"2021-02-01","GRAND RAPIDS","MI",21,29,16,29,22,30,15,30,24,33,18,33
"2021-02-01","GREAT FALLS","MT",29,53,34,53,30,53,33,53,33,54,42,54
"2021-02-01","GREEN BAY","WI",19,30,17,30,19,30,16,31,18,33,18,33
"2021-02-01","GREENSBORO","NC",32,41,29,40,31,41,30,42,30,43,31,43
"2021-02-01","HARRISBURG","PA",26,32,31,32,26,33,30,31,23,32,31,32
"2021-02-01","HARTFORD SPGFLD","CT",17,31,29,31,19,29,29,30,19,27,27,27
"2021-02-01","HELENA","MT",21,47,27,47,21,47,27,47,19,46,24,46
"2021-02-01","HONOLULU","HI",68,81,68,81,68,81,68,81,68,79,64,79
"2021-02-01","HOUSTON INTCNTL",NA,41,63,38,63,40,63,39,61,42,65,42,65
"2021-02-01","HUNTSVILLE","AL",34,41,27,39,33,40,27,39,36,39,28,39
"2021-02-01","INDIANAPOLIS","IN",25,30,21,30,26,30,22,30,27,32,20,32
"2021-02-01","JACKSON","MS",36,48,30,47,36,47,30,47,40,43,28,43
"2021-02-01","JACKSONVILLE","FL",49,57,34,56,49,56,35,56,53,56,39,56
"2021-02-01","JUNEAU","AK",23,29,19,28,19,25,18,25,14,24,14,24
"2021-02-01","KANSAS CITY","MO",25,41,24,40,24,41,24,37,29,36,24,36
"2021-02-01","KEY WEST","FL",68,75,59,74,68,73,59,75,66,73,60,73
"2021-02-01","KNOXVILLE","TN",34,37,28,36,35,35,27,36,32,34,30,34
"2021-02-01","LAKE CHARLES","LA",39,58,35,58,39,58,35,58,41,61,36,61
"2021-02-01","LANSING","MI",21,28,14,27,21,29,13,28,20,30,11,30
"2021-02-01","LAS VEGAS","NV",44,61,44,59,43,59,44,59,47,60,45,60
"2021-02-01","LEXINGTON","KY",30,31,22,31,29,32,20,31,28,29,20,29
"2021-02-01","ABILENE","TX",32,60,38,60,31,60,37,60,30,63,42,63
"2021-02-01","AKRON CANTON","OH",26,32,23,32,27,33,22,32,27,32,25,32
"2021-02-01","ALBANY","NY",10,26,25,25,9,26,25,25,10,25,20,25
"2021-02-01","ALBUQUERQUE","NM",27,53,33,53,27,53,34,51,30,51,37,51
"2021-02-01","ALLENTOWN","PA",21,29,27,29,22,30,28,30,19,30,28,30
"2021-02-01","AMARILLO","TX",27,59,37,59,28,60,38,60,24,63,37,63
"2021-02-01","ANCHORAGE","AK",3,7,-6,7,4,11,0,11,5,12,4,12
"2021-02-01","ASHEVILLE","NC",34,36,25,38,32,36,24,35,33,34,25,34
"2021-02-01","ATLANTA","GA",37,43,30,42,37,41,29,40,36,39,33,39
"2021-02-01","ATLANTIC CITY","NJ",32,41,31,42,33,41,31,39,33,39,32,39
"2021-02-01","AUSTIN","TX",38,64,33,63,37,64,35,62,35,66,34,66
"2021-02-01","BALTIMORE","MD",30,33,30,34,31,34,27,35,29,32,31,32
"2021-02-01","BATON ROUGE","LA",39,54,34,53,39,54,34,54,44,57,32,57
"2021-02-01","BILLINGS","MT",27,51,33,51,27,51,33,54,24,57,42,57
"2021-02-01","BIRMINGHAM","AL",37,43,29,42,35,41,28,40,38,39,31,39
"2021-02-01","BISMARCK","ND",14,41,19,40,13,40,18,38,19,32,24,32
"2021-02-01","BISMARCK","ND",14,41,19,40,13,40,18,38,19,32,24,32
"2021-02-01","BOISE","ID",36,50,40,52,37,52,40,53,36,55,42,55
"2021-02-01","BOSTON","MA",19,35,34,34,22,34,33,34,21,35,31,35
"2021-02-01","BRIDGEPORT","CT",23,31,30,31,21,31,31,31,24,32,32,32
"2021-02-01","BROWNSVILLE","TX",52,70,46,71,51,70,45,71,57,70,44,70
"2021-02-01","BUFFALO","NY",21,27,21,28,22,27,21,28,21,27,18,27
"2021-02-01","BUFFALO","WY",21,27,21,28,22,27,21,28,21,27,18,27
"2021-02-01","BURLINGTON","VT",0,25,18,27,1,25,20,26,-6,19,11,19
"2021-02-01","CARIBOU","ID",6,24,15,24,5,24,18,23,-3,27,14,27
"2021-02-01","CASPER","WY",22,44,29,47,29,47,32,44,28,47,35,47
"2021-02-01","CHARLESTON","SC",47,52,35,51,47,50,34,47,46,47,37,47
"2021-02-01","CHARLESTON","WV",33,33,24,36,34,36,25,36,34,34,26,34
"2021-02-01","CHARLOTTE","NC",37,45,32,46,35,45,31,45,35,46,33,46
"2021-02-01","CHATTANOOGA","TN",34,38,29,38,36,39,28,39,37,38,32,38
"2021-02-01","CHEYENNE","WY",21,53,31,55,22,56,30,59,19,58,29,58
"2021-02-01","CHICAGO","IL",29,33,19,30,26,31,21,31,25,33,21,33
"2021-02-01","CINCINNATI","OH",28,31,22,30,28,31,20,31,28,29,20,29
"2021-02-01","CLEVELAND","OH",28,32,24,32,28,32,24,32,28,31,26,31
"2021-02-01","COLORADO SPGS","CO",19,54,30,56,21,54,29,55,22,53,35,53
"2021-02-01","COLUMBIA","SC",41,49,33,47,40,45,33,44,40,42,35,42
"2021-02-01","COLUMBUS","GA",41,46,32,45,41,46,31,44,41,42,33,42
"2021-02-01","COLUMBUS","OH",29,33,23,32,29,33,22,33,29,31,26,31
"2021-02-01","SALEM","OR",44,50,42,51,46,51,40,50,46,50,44,50
"2021-02-01","SALT LAKE CITY","UT",25,46,30,46,26,47,31,46,27,47,28,47
"2021-02-01","SAN ANGELO","TX",32,64,37,63,32,62,36,63,28,64,40,64
"2021-02-01","SAN ANTONIO","CA",42,67,38,66,41,66,37,65,45,68,39,68
"2021-02-01","SAN DIEGO","CA",51,66,48,66,52,65,50,65,58,72,59,72
"2021-02-01","SAN FRANCISCO","CA",50,62,52,61,49,62,53,62,49,65,54,65
"2021-02-01","SAN JOSE","CA",46,63,50,63,45,64,50,64,47,64,54,64
"2021-02-01","SAN JUAN","PR",72,86,73,87,72,87,73,86,71,87,72,87
"2021-02-01","SANTA FE","NM",20,49,27,49,22,49,29,49,NA,NA,27,53
"2021-02-01","ST STE MARIE","IL",10,26,11,26,6,25,11,24,6,28,14,28
"2021-02-01","SAVANNAH","GA",47,53,33,51,47,51,34,51,50,51,38,51
"2021-02-01","SEATTLE","WA",44,50,42,51,45,52,42,50,43,50,43,50
"2021-02-01","SHREVEPORT","LA",36,56,34,56,36,55,34,56,34,60,33,60
"2021-02-01","SIOUX CITY","IA",13,30,15,31,16,29,17,30,25,28,15,28
"2021-02-01","SIOUX FALLS","SD",13,31,17,31,15,30,18,30,23,28,21,28
"2021-02-01","SOUTH BEND","IN",23,29,17,29,24,29,16,29,24,32,13,32
"2021-02-01","SPOKANE","WA",35,46,38,46,36,47,37,48,35,52,42,52
"2021-02-01","SPRINGFIELD","IL",27,34,22,34,27,34,21,33,31,37,26,37
"2021-02-01","SPRINGFIELD","MO",27,41,24,39,27,40,24,40,29,37,20,37
"2021-02-01","SYRACUSE","NY",15,29,19,29,16,30,22,30,16,30,20,30
"2021-02-01","TALLAHASSEE","FL",45,49,33,51,45,48,34,48,46,48,36,48
"2021-02-01","TAMPA","FL",57,61,45,63,58,61,45,62,61,63,48,63
"2021-02-01","TOLEDO","OH",24,29,18,29,24,30,19,29,26,31,19,31
"2021-02-01","TOPEKA","KS",24,44,25,41,24,41,24,41,29,44,23,44
"2021-02-01","TUCSON","AZ",48,77,52,77,50,77,53,77,57,76,56,76
"2021-02-01","TULSA","OK",29,52,30,49,28,50,29,51,26,52,31,52
"2021-02-01","TUPELO","MS",34,43,27,43,35,43,28,43,39,42,33,42
"2021-02-01","WACO","TX",34,60,32,60,34,60,33,60,39,62,31,62
"2021-02-01","WASHINGTON","DC",31,34,31,34,32,34,29,35,29,33,33,33
"2021-02-01","W PALM BEACH","FL",63,73,45,73,63,72,45,73,64,74,50,74
"2021-02-01","WICHITA","KS",24,49,31,47,25,47,29,49,23,50,35,50
"2021-02-01","WICHITA FALLS","TX",29,57,35,58,29,58,35,58,28,59,40,59
"2021-02-01","WILKES BARRE","PA",23,30,28,30,22,31,28,30,20,30,26,30
"2021-02-01","WILMINGTON","DE",27,34,29,34,29,34,29,33,26,35,30,35
"2021-02-01","YAKIMA","WA",36,46,36,46,36,47,35,46,35,48,37,48
"2021-02-01","YOUNGSTOWN","OH",26,33,22,33,26,33,21,33,26,32,22,32
"2021-02-01","YUMA","AZ",53,72,56,73,55,71,57,72,54,73,61,73
"2021-02-02","ABILENE","TX",38,67,45,67,37,67,46,68,42,71,53,71
"2021-02-02","AKRON CANTON","OH",22,28,22,28,22,29,23,29,25,31,26,31
"2021-02-02","ALBANY","NY",24,30,21,28,24,31,23,28,20,27,23,27
"2021-02-02","ALBUQUERQUE","NM",34,61,37,62,34,62,37,61,36,64,41,64
"2021-02-02","ALLENTOWN","PA",27,33,25,34,27,31,24,32,28,34,27,34
"2021-02-02","AMARILLO","TX",38,65,37,64,37,66,37,66,34,66,37,66
"2021-02-02","ANCHORAGE","AK",0,9,2,9,-2,10,3,10,0,11,10,11
"2021-02-02","ASHEVILLE","NC",25,36,21,36,24,36,21,33,25,32,23,32
"2021-02-02","ATLANTA","GA",29,47,27,45,29,44,27,45,33,47,29,47
"2021-02-02","ATLANTIC CITY","NJ",32,34,26,35,30,35,26,35,32,34,27,34
"2021-02-02","AUSTIN","TX",35,66,42,66,34,67,41,67,34,68,34,68
"2021-02-02","BALTIMORE","MD",30,38,25,36,28,35,27,34,31,36,30,36
"2021-02-02","BATON ROUGE","LA",34,56,35,56,33,57,33,58,32,57,32,57
"2021-02-02","BILLINGS","MT",33,57,33,59,32,61,32,61,42,62,37,62
"2021-02-02","BIRMINGHAM","AL",28,47,26,46,28,45,26,47,31,48,26,48
"2021-02-02","BISMARCK","ND",18,42,22,41,19,39,22,38,24,30,26,30
"2021-02-02","BISMARCK","ND",18,42,22,41,19,39,22,38,24,30,26,30
"2021-02-02","BOISE","ID",40,49,34,50,41,50,34,51,42,59,34,59
"2021-02-02","BOSTON","MA",34,38,28,36,34,35,27,37,31,33,28,33
"2021-02-02","BRIDGEPORT","CT",30,32,26,32,31,33,25,37,32,36,29,36
"2021-02-02","BROWNSVILLE","TX",46,73,56,74,45,74,56,74,44,73,53,73
"2021-02-02","BUFFALO","NY",20,29,21,30,22,29,21,30,18,30,22,30
"2021-02-02","BUFFALO","WY",20,29,21,30,22,29,21,30,18,30,22,30
"2021-02-02","BURLINGTON","VT",17,29,23,30,13,29,25,28,11,24,24,24
"2021-02-02","CARIBOU","ID",18,29,28,29,19,29,28,28,14,28,28,28
"2021-02-02","CASPER","WY",28,49,33,50,32,50,35,51,35,53,34,53
"2021-02-02","CHARLESTON","SC",35,50,29,50,33,50,31,50,37,50,31,50
"2021-02-02","CHARLESTON","WV",25,32,19,32,25,30,20,31,26,32,23,32
"2021-02-02","CHARLOTTE","NC",32,45,26,47,31,47,26,42,33,45,27,45
"2021-02-02","CHATTANOOGA","TN",29,44,25,43,28,41,25,41,31,45,30,45
"2021-02-02","CHEYENNE","WY",31,57,27,62,30,62,29,62,29,58,27,58
"2021-02-02","CHICAGO","IL",19,32,16,31,20,30,15,30,21,33,17,33
"2021-02-02","CINCINNATI","OH",20,31,21,31,20,31,20,32,19,33,20,33
"2021-02-02","CLEVELAND","OH",24,29,23,30,24,30,25,31,26,32,26,32
"2021-02-02","COLORADO SPGS","CO",30,58,31,60,30,59,33,60,35,61,33,61
"2021-02-02","COLUMBIA","SC",32,50,28,51,32,49,28,49,35,46,28,46
"2021-02-02","COLUMBUS","GA",30,51,30,50,31,49,29,50,33,52,30,52
"2021-02-02","COLUMBUS","OH",22,28,15,28,23,27,17,28,25,28,19,28
"2021-02-02","LINCOLN","NE",18,40,28,40,23,36,26,35,23,31,12,31
"2021-02-02","LITTLE ROCK","AR",29,52,29,51,29,51,28,50,28,46,25,46
"2021-02-02","LOS ANGELES","CA",50,67,50,67,50,66,50,71,54,71,52,71
"2021-02-02","LOUISVILLE","KY",25,38,25,38,26,35,25,36,25,39,28,39
"2021-02-02","LUBBOCK","TX",37,70,41,72,36,72,41,73,43,73,40,73
"2021-02-02","MACON","MO",30,52,28,51,31,49,28,50,36,53,30,53
"2021-02-02","MADISON","WI",16,29,11,29,18,29,7,29,18,31,0,31
"2021-02-02","MEDFORD","OR",40,48,35,48,39,48,35,48,43,53,40,53
"2021-02-02","MEMPHIS","TN",29,47,30,46,29,46,29,46,31,43,25,43
"2021-02-02","MIAMI BEACH","FL",48,65,44,65,48,64,43,64,52,65,50,65
"2021-02-02","MIDLAND ODESSA","TX",38,70,43,71,36,72,43,73,45,75,46,75
"2021-02-02","MILWAUKEE","WI",20,32,18,33,24,32,14,32,23,33,18,33
"2021-02-02","MPLS ST PAUL","MN",15,30,20,30,17,29,19,28,21,24,16,24
"2021-02-02","MISSOULA","MT",31,43,25,42,30,44,24,43,30,45,26,45
"2021-02-02","MOBILE","AL",32,55,31,55,30,55,31,53,31,55,29,55
"2021-02-02","MONTGOMERY","AL",31,52,29,51,30,49,28,52,32,52,28,52
"2021-02-02","NASHVILLE","TN",27,42,24,42,28,40,26,42,29,42,28,42
"2021-02-02","NEW ORLEANS","LA",38,55,39,55,40,55,39,57,42,57,43,57
"2021-02-02","NEW YORK CITY","NY",28,33,28,31,29,32,28,35,30,33,29,33
"2021-02-02","NEWARK","NJ",28,33,28,32,30,33,28,37,30,34,29,34
"2021-02-02","NORFOLK","VA",33,40,30,40,33,39,29,38,34,39,36,39
"2021-02-02","NORTH PLATTE","NE",19,53,22,53,19,50,24,52,22,58,22,58
"2021-02-02","OKLAHOMA CITY","OK",33,57,36,58,34,59,37,58,33,60,36,60
"2021-02-02","OMAHA","NE",17,36,28,36,21,34,26,32,21,30,24,30
"2021-02-02","ORLANDO","FL",38,57,36,56,37,56,35,54,41,55,39,55
"2021-02-02","PADUCAH","KY",27,42,25,42,28,41,25,41,31,43,22,43
"2021-02-02","PENDLETON","OR",40,50,32,51,41,49,33,52,42,50,30,50
"2021-02-02","PEORIA","IL",18,32,17,32,20,30,16,31,22,26,17,26
"2021-02-02","PHILADELPHIA","PA",30,34,28,35,29,33,27,34,30,36,30,36
"2021-02-02","PHOENIX","AZ",55,78,56,78,56,78,56,80,57,82,64,82
"2021-02-02","PITTSBURGH","PA",22,29,21,30,23,29,23,30,23,30,25,30
"2021-02-02","POCATELLO","ID",23,47,30,44,23,48,30,46,21,53,32,53
"2021-02-02","PORTLAND","ME",26,31,28,32,26,30,27,30,26,31,30,31
"2021-02-02","PORTLAND","OR",41,48,39,49,42,49,40,50,46,49,41,49
"2021-02-02","PROVIDENCE","RI",33,40,27,38,34,37,28,37,33,38,30,38
"2021-02-02","PUEBLO","CO",26,62,31,62,26,63,30,63,27,65,28,65
"2021-02-02","RALEIGH DURHAM","NC",32,43,27,44,32,44,27,44,35,45,31,45
"2021-02-02","RAPID CITY","SD",18,50,27,54,17,50,26,52,17,55,27,55
"2021-02-02","RENO","NV",34,49,28,49,34,49,28,50,42,57,36,57
"2021-02-02","RICHMOND","CA",30,40,26,40,29,39,25,37,32,41,33,41
"2021-02-02","RICHMOND","VA",30,40,26,40,29,39,25,37,32,41,33,41
"2021-02-02","RICHMOND","RI",30,40,26,40,29,39,25,37,32,41,33,41
"2021-02-02","ROANOKE","VA",31,39,24,36,27,36,23,36,31,35,28,35
"2021-02-02","ROCHESTER","NY",21,29,22,30,22,30,24,30,24,30,28,30
"2021-02-02","ROCKFORD","IL",13,32,9,29,18,29,9,28,14,30,3,30
"2021-02-02","SACRAMENTO","CA",49,56,40,57,50,58,39,59,50,59,40,59
"2021-02-02","ST LOUIS","MO",25,39,25,38,25,37,26,38,28,40,24,40
"2021-02-02","ST PETERSBURG","FL",47,55,47,55,47,55,47,55,49,54,50,54
"2021-02-02","ST THOMAS","VI",74,83,75,85,74,85,75,85,78,84,75,84
"2021-02-02","CONCORD","NH",25,30,24,30,26,31,24,30,27,34,28,34
"2021-02-02","CORPUS CHRISTI","TX",42,69,52,68,40,68,51,69,37,70,50,70
"2021-02-02","DALLAS FT WORTH","TX",36,60,42,60,36,61,42,61,39,64,39,64
"2021-02-02","DAYTON","OH",19,27,18,28,18,28,16,29,16,30,17,30
"2021-02-02","DAYTONA BEACH","FL",36,56,34,55,36,55,33,54,42,55,34,55
"2021-02-02","DENVER","CO",31,61,34,63,31,64,35,64,27,65,38,65
"2021-02-02","DES MOINES","IA",16,31,22,31,17,31,19,30,9,24,18,24
"2021-02-02","DETROIT","MI",20,31,15,31,20,31,16,31,21,34,18,34
"2021-02-02","DULUTH","MN",10,28,16,27,11,26,15,26,18,22,12,22
"2021-02-02","EL PASO","TX",41,71,46,69,43,69,48,72,45,70,46,70
"2021-02-02","ELKINS","WV",22,29,17,28,21,27,19,28,25,26,20,26
"2021-02-02","ERIE","PA",23,29,23,30,23,31,24,30,24,32,27,32
"2021-02-02","EUGENE","OR",41,49,38,49,42,50,38,50,43,51,37,51
"2021-02-02","EVANSVILLE","IN",25,38,24,38,25,37,24,37,26,37,24,37
